ms_id,pass_id,labez,clique,sys_period,user_id_start,user_id_stop
212,89,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,90,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,91,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,92,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,93,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,94,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,95,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,96,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,97,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,98,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,99,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,100,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,101,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,102,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,103,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,104,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,105,b,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,106,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,107,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,108,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,109,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,110,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,111,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,112,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,113,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,114,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,115,e,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,116,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,117,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,118,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,119,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,120,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,121,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,122,d,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,123,e,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,124,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,125,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,126,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,127,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,128,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,129,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,130,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,131,d,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,132,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,133,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,134,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,135,c,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,136,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,137,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,138,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,139,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,140,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,141,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,142,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,143,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,144,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,145,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,146,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,147,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,148,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,149,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,150,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,151,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,152,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,153,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,154,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,155,b,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,156,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,157,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,158,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,159,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,160,b,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,161,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,162,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,163,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,164,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,165,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,166,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,167,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,168,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,169,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,170,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,171,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,172,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,173,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,174,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,175,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,176,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,177,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,178,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,179,b,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,180,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,181,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,182,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,183,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,184,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,185,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,186,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,187,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,188,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,189,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,190,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,191,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,192,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,193,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,194,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,195,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,196,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,197,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,198,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,199,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,200,c,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,201,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,202,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,203,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,204,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,205,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,206,b,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,207,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,208,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,209,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,210,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,211,f,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,212,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,213,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,214,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,215,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,216,c,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,217,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,218,e,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,219,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,220,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,221,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,222,e,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,223,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,224,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,225,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,226,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,227,b,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,228,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,229,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,230,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,231,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,232,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,233,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,234,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,235,b,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,236,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,237,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,238,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,239,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,240,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,241,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,242,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,243,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,244,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,245,c,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,246,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,247,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,248,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,249,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,250,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,251,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,252,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,253,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,254,g,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,255,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,256,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,257,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,258,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,259,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,260,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,261,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,262,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,263,c,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,264,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,265,c,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,266,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,267,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,268,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,269,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,270,b,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,271,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,272,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,273,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,274,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,275,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,276,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,277,c,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,278,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,279,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,280,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,281,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,282,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,283,b,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,284,c,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,285,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,286,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,287,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,288,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,289,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,290,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,291,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,292,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,293,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,294,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,295,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,296,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,297,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,298,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,299,d,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,300,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,301,b,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,302,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,303,c,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,304,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,305,b,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,306,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,307,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,308,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,309,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,310,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,311,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,312,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,313,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,314,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,315,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,316,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,317,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,318,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,319,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,320,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,321,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,322,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,323,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,324,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,325,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,326,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,327,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,328,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,329,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,330,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,331,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,332,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,333,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,334,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,335,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,336,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,337,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,338,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,339,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,340,b,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,341,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,342,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,343,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,344,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,345,b,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,346,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,347,b,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,348,b,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,349,b,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,350,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,351,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,352,b,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,353,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,354,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,355,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,356,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,357,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,358,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,359,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,360,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,361,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,362,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,363,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,364,c,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,365,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,366,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,367,c,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,368,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,369,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,370,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,371,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,372,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,373,b,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,374,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,375,b,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,376,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,377,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,378,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,379,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,380,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,381,b,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,382,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,383,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,384,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,385,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,386,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,387,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,388,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,389,b,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,390,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,391,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,392,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,393,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,394,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,395,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,396,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
212,397,a,1,"[""2020-07-08 08:53:19.459696+00"",)",1,
