pass_id,labez,lesart
3769,b,""
3770,a,δε
3770,b,""
3770,zu,""
3771,a,πεποιηκατε αυτον
3771,b,εποιησατε αυτον
3771,c,αυτον εποιησατε
3771,d,εποιησατε τουτον
3771,e,ποιειτε αυτον
3771,zu,""
3772,a,ηκουσαν
3772,b,ηκουον
3773,a,""
3773,b,αυτου
3774,a,οι αρχιερεις και οι γραμματεις
3774,b,οι γραμματεις και οι αρχιερεις
3774,c,οι αρχιερεις και οι γραμματεις και οι φαρισαιοι
3774,d,οι γραμματεις και οι φαρισαιοι και οι αρχιερεις
3774,e,οι γραμματεις και οι φαρισαιοι
3774,f,οι αρχιερεις και γραμματεις
3774,g,αρχιερεις και οι γραμματεις
3774,h,οι γραμματεις
3775,a,και
3775,b,""
3776,a,εζητουν
3776,b,εζητουντο
3776,c,εξεζητουν
3777,a,πως αυτον απολεσωσιν
3777,b,αυτον πως απολεσωσιν
3777,c,πως απολεσωσιν
3778,a,πως
3778,b,οπως
3779,a,αυτον απολεσωσιν
3779,b,απολεσωσιν αυτον
3779,c,αυτον απολεσουσιν
3779,zu,""
3780,a,""
3780,b,και
3781,a,γαρ
3781,b,δε
3782,a,αυτον
3782,b,τον λαον
3782,c,""
3783,a,πας γαρ
3783,b,οτι πας γαρ
3783,c,οτι πας
3784,a,ο
3784,b,""
3785,a,οχλος
3785,b,λαος
3786,a,εξεπλησσετο
3786,b,εξεπλησσοντο
3787,a,επι
3787,b,εν
3788,a,τη
3788,b,""
3789,a,αυτου
3789,b,""
3790,a,οταν
3790,b,οτε
3791,a,οψε εγενετο
3791,b,εγενετο οψε
3791,c,οψε εγινετο
3791,d,οψια εγενετο
3792,a,εξεπορευοντο εξω της πολεως
3792,b,εξω της πολεως εξεπορευοντο
3792,c,εξεπορευετο εξω της πολεως
3792,d,εξω της πολεως εξεπορευετο
3792,e,εξεπορευετο εκ της πολεως
3792,f,επορευετο εξω της πολεως
3793,a,και παραπορευομενοι πρωι ειδον
3793,b,και παρεπορευετο πρωι και ιδον
3794,a,και παραπορευομενοι πρωι
3794,b,και πρωι παραπορευομενοι
3794,c,παραπορευομενοι δε πρωι
3794,d,και παραπορευομενοι το πρωι
3794,e,και πρωι πορευομενοι
3794,f,και παραπορευομενοι
3794,g,παραπορευομενοι
3794,zu,""
3795,a,ειδον
3795,b,ιδοντες
3795,zu,""
3796,a,""
3796,b,την
3797,a,εκ ριζων
3797,b,""
3798,a,αναμνησθεις
3798,b,αποκριθεις
3799,a,ο
3799,b,""
3800,a,λεγει
3800,b,ειπεν
3801,a,αυτω
3801,b,τω ιησου
3802,a,ραββι
3802,b,""
3803,a,ιδε
3803,b,ιδου
3803,c,ηδε
3804,a,η συκη
3804,b,την συκην
3805,a,εξηρανται
3805,b,εξηρανθη
3806,a,και αποκριθεις ο ιησους λεγει αυτοις
3806,b,ειπεν ο κυριος
203,zz,
3807,a,και
3807,b,""
3807,zu,""
3808,a,ο ιησους
3808,b,ο κυριος
3808,c,ιησους
3808,d,""
3809,a,λεγει
3809,b,ειπεν
3810,a,αυτοις
3810,b,αυτω
3810,zu,""
3811,a,εχετε πιστιν θεου
3811,b,""
3812,a,""
3812,b,ει
3812,c,εαν
3812,zu,""
3813,a,εχετε
3813,b,ειχετε
3813,zu,""
3814,a,""
3814,b,του
3814,zu,""
3815,a,θεου
3815,b,κυριου
3815,c,""
3815,zu,""
3816,a,γαρ
3816,b,""
3817,a,οτι
3817,b,""
3818,a,ος αν ειπη
3818,b,οστις εαν ειπη
3818,c,ος εαν ειπηται
3819,a,τουτω
3819,b,τουτο
3820,a,αρθητι και βληθητι
3820,b,αρθητι και εμβληθητι
3820,c,αρθηναι και βληθηναι
3820,d,αρθητι
3821,a,εις την θαλασσαν
3821,b,εις θαλασσαν
3821,c,εν τη θαλασση
3822,a,και
3823,a,μη
3823,b,""
3824,a,εν τη καρδια αυτου αλλα πιστευη οτι ο λαλει γινεται εσται
3824,b,εν τη καρδια αυτου αλλα πιστευση το μελλον ο αν ειπη γενησεται
3825,a,εν τη καρδια αυτου αλλα πιστευη
3825,b,εν τη καρδια αυτου
3825,c,αλλα πιστευση
3825,d,""
3825,zu,""
3826,a,εν τη καρδια
3826,b,εις την καρδιαν
3826,zu,""
3827,a,πιστευη
3827,b,πιστευση
3827,zu,""
3828,a,οτι ο λαλει γινεται εσται
3828,b,οτι α λεγει γινονται εσται
3828,c,οτι α ειπη γινονται εσται
3828,zu,""
3829,a,οτι ο λαλει
3829,b,οτι α λαλει
3829,c,οτι ο λεγει
3829,d,οτι α λεγει
3829,f,οτι εαν λεγει
3829,g,ο λαλει
3829,h,α λεγει
3829,i,οτι θελει
3829,zu,""
3830,a,γινεται εσται
3830,b,γινεται αυτω ουτως εσται
3830,c,γινεται και εσται
3830,d,εσται γενησεται
3830,e,εσται
3830,zu,""
3831,a,""
3831,b,ο εαν ειπη
3831,c,οσα εαν ειπη
3831,d,οτι εαν ειπη
3831,e,ος αν ειπη (cf. 12-16)
3831,f,εαν ειπη
3832,a,""
3832,b,και
3833,a,""
3833,b,ουν
3834,a,παντα
3834,b,ταυτα
3834,c,οτι παντα
3834,d,οτι
3835,a,προσευχεσθε και αιτεισθε
3835,b,αιτειτε και προσευχεσθε
3835,c,προσευχομενοι αιτεισθε
3835,d,αν προσευχεσθε και αιτησθε
3835,e,αν προσευχομενοι αιτησθε
3835,f,αν αιτησθε προσευχομενοι
3835,g,αν προσευχομενοι αιτησησθε
3835,h,αν αιτησησθε προσευχομενοι
3835,i,αν προσευχομενοι αιτησητε
3835,j,αν προσευχομενοι και αιτησθε
3836,a,πιστευετε
3836,b,πιστευσετε
3836,c,πιστευοντες
3837,a,ελαβετε
3837,b,λαμβανετε
3837,c,ληψεσθε
3838,a,και
3838,b,""
3839,a,""
3839,b,εν
3840,a,οταν
3840,b,οτε
3841,a,στηκετε
3841,b,στηκητε
3841,c,εστηκετε
3841,d,στητε
3842,a,αφιετε
3842,b,αφετε
3843,a,ει τι
3843,b,οτι
3844,a,και
3844,b,""
3845,a,υμων
3845,b,ημων
3845,c,μου
3846,a,ο εν τοις ουρανοις
3846,b,ο ων εν τοις ουρανοις
3846,c,ο εν ουρανοις
3846,d,ο ουρανιος
3846,e,""
3847,a,αφη
3847,b,αφιη
3847,c,αφηση
3847,d,αφησει
3847,e,ανη
3848,a,υμιν τα παραπτωματα υμων
3848,b,τα παραπτωματα υμων
3848,c,υμιν τα παραπτωματα
3849,a,""
3849,b,ει δε υμεις ουκ αφιετε ουδε ο πατηρ υμων ο εν τοις ουρανοις αφησει τα παραπτωματα υμων
3850,b,ει δε
204,zz,
3850,c,ει
3850,zu,""
3851,b,ουκ
3851,c,ουδε
3851,zu,""
3852,b,""
3852,c,και
3852,zu,""
3853,b,ο
3853,zu,""
3854,b,υμων ο εν τοις ουρανοις
3854,c,ημων ο εν τοις ουρανοις
3854,d,υμων ο εν ουρανοις
3854,e,υμων ο εν ουρανω
3854,f,υμων εν τοις ουρανοις
3854,g,ο εν τοις ουρανοις
3854,h,υμων ο ουρανιος
3854,j,υμων
3854,k,""
3854,zu,""
3855,b,αφησει
3855,c,αφησει υμιν
3855,d,υμιν αφησει
3855,zu,""
3856,b,τα παραπτωματα υμων
3856,c,τα υμων
3856,d,om (cf. 11)
3856,zu,""
3857,b,""
3857,c,"λεγω δε υμιν αιτειτε και δοθησεται υμιν ζητειτε και ευρησετε κρουετε και ανοιγησεται υμιν πας γαρ ο αιτων λαμβανει και ο ζητων ευρισκει και τω κρουοντι ανοιγησεται (cf. Mt 7:7-8, Lk 11:9-10)"
3857,d,"λεγω δε υμιν αιτειτε και δοθησεται υμιν ζητειτε και ευρησετε κρουετε και ανοιγησεται υμιν πας γαρ ο αιτων λαμβανει και ο ζητων ευρησει και τω κρουοντι ανοιγησεται (cf. Mt 7:7-8, Lk 11:9-10)"
3857,e,"αιτειτε και δοθησεται υμιν ζητειτε και ευρησετε κρουετε και ανοιγησεται υμιν πας γαρ ο αιτων λαμβανει και ο ζητων ευρισκει και τω κρουοντι ανοιγησεται (cf. Mt 7:7-8, Lk 11:9-10)"
3857,f,"λεγω δε υμιν αιτειτε και δοθησεται υμιν κρουετε και ανοιγησεται υμιν πας γαρ ο αιτων λαμβανει και ο ζητων ευρισκει και τω κρουοντι ανοιγησεται (cf. Mt 7:7-8, Lk 11:9-10)"
3857,zu,""
3858,a,και
3858,b,τω καιρω εκεινω
3859,a,ερχονται
3859,b,ερχεται
3859,c,ερχεται ο ιησους
3860,a,παλιν
3860,b,δε παλιν
3860,c,""
3861,a,εν τω ιερω περιπατουντος αυτου
3861,b,περιπατουντος αυτου εν τω ιερω
3861,c,εν τω ιερω περιπατουντες (cf. 4) αυτου
3862,a,""
3862,b,και
3863,a,ερχονται προς αυτον
3863,b,ερχονται προς τον ιησουν αυτον
3863,c,προσηλθον αυτω
3864,a,οι αρχιερεις και οι γραμματεις και οι πρεσβυτεροι
3864,b,οι αρχιερεις και οι γραμματεις και οι πρεσβυτεροι του λαου
3864,c,οι αρχιερεις και οι γραμματεις
3864,d,οι αρχιερεις και οι πρεσβυτεροι
3864,e,οι γραμματεις και οι πρεσβυτεροι
3865,a,οι αρχιερεις και
3865,b,αρχιερεις και
3865,c,οι ιερεις και
3865,zu,""
3866,a,γραμματεις και οι πρεσβυτεροι
3866,b,πρεσβυτεροι και οι γραμματεις
3866,zu,""
3867,a,και ελεγον
3867,b,και λεγουσιν
3867,c,λεγουσιν
3867,d,λεγοντες
3868,a,αυτω
3868,b,""
3869,a,η τις σοι εδωκεν την εξουσιαν ταυτην ινα ταυτα ποιης
3869,b,""
3870,a,η
3870,b,και
3870,zu,""
3871,a,τις
3871,b,τι
3871,zu,""
3872,a,εδωκεν την εξουσιαν ταυτην
3872,b,εδωκεν ταυτην την εξουσιαν
3872,c,την εξουσιαν ταυτην εδωκεν
3872,d,ταυτην την εξουσιαν εδωκεν
3872,e,δεδωκεν την εξουσιαν ταυτην
3872,f,την εξουσιαν ταυτην δεδωκεν
3872,g,εξουσιαν ταυτην δεδωκεν
3872,h,εδωκεν την εξουσιαν
3872,zu,""
3873,a,ινα ταυτα ποιης
3873,b,ινα ποιης ταυτα
3873,c,ινα ταυτα ποιεις
3873,d,και ταυτα ποιεις
3873,e,ινα παντα ποιεις
3873,f,""
3873,zu,""
3874,a,δε ιησους
3874,b,δε
3874,c,ιησους
3875,a,ειπεν
3875,b,αποκριθεις ειπεν
3875,c,απεκριθη ειπεν
3876,a,επερωτησω
3876,b,επερωτω
3876,c,ερωτησω
3876,d,επερω
3877,a,υμας ενα λογον
3877,b,υμας και εγω ενα λογον
3877,c,υμας και εγω ενα λογων
3877,d,υμας και εγω λογον ενα
3877,e,και εγω υμας ενα λογον
3877,f,καγω υμας ενα λογων
3877,g,καγω υμας λογον ενα
3877,h,και υμας εγω ενα λογον
3877,i,υμας ενα λογον και εγω
3877,j,υμας καγω λογον
3877,k,καγω λογον ενα
3878,a,και αποκριθητε
3878,b,και εαν αποκριθητε
3878,c,ον εαν ειπητε
3878,d,αποκριθητε
3879,a,και ερω υμιν εν ποια εξουσια ταυτα ποιω
3879,b,""
3880,a,και ερω υμιν
3880,b,καγω ερω υμιν
3880,c,καγω υμιν ερω
3880,e,και εγω λεγω υμιν
3880,f,και ερω
3880,g,ερω υμιν
3880,zu,""
3881,a,ποια
3881,b,τινι
3881,zu,""
3882,a,""
3882,b,ει
3883,a,το
3883,b,του
3883,c,""
3884,a,εξ ουρανου ην η
3884,b,εξ ουρανων ην η
3884,c,απ ουρανου ην η
3884,d,εξ ουρανου εστιν η
3884,f,ποθεν ην εξ ουρανου η
3884,g,ποθεν εστιν εξ ουρανου η
3884,h,η εξ ουρανου ην η
3884,i,εξ ουρανου ην
3884,j,εξ ουρανου η
3885,a,ανθρωπων
3885,b,ανθρωπου
3886,a,αποκριθητε μοι
3886,b,και αποκριθητε μοι
3886,c,""
3887,a,""
3887,b,και ερω υμιν εν ποια εξουσια ταυτα ποιω (cf. 29/26-40)
3888,a,και
3888,b,οι δε
3889,a,διελογιζοντο προς εαυτους
3889,c,προσελογιζοντο προς εαυτους
3890,a,διελογιζοντο
3890,b,ελογιζοντο
3890,c,ελεγον
3890,zu,""
3891,a,προς εαυτους
3891,b,προς αλληλους
3891,c,εν εαυτοις
3891,d,παρ εαυτοις
3892,a,λεγοντες
3892,b,λεγοντες τι ειπωμεν
3892,c,τι ειπωμεν
3892,d,λεγοντες οτι
3892,e,""
3893,a,ειπωμεν
3893,b,ειπομεν
3894,a,""
3894,b,οτι
3895,a,ερει
3895,b,λεγει
3896,a,""
3896,b,ημιν
3897,a,δια τι ουν
3897,c,και δια τι
3897,d,δια τι
3898,a,αυτω
3898,b,εις αυτον
3898,c,""
3899,a,αλλ ειπωμεν εξ ανθρωπων εφοβουντο
3899,b,αλλ ειπωμεν εξ ανθρωπων εφοβουν
3899,c,αλλ ειπωμεν εξ ανθρωπων φοβουμεθα
3899,d,αλλ ειπωμεν εξ ανθρωπων και εφοβουντο
3899,e,αλλ ειπωμεν εξ ανθρωπων εφοβουντο γαρ
3899,f,αλλ ειπωμεν εξ ανθρωπων αλλα φοβουμεθα
3899,g,αλλ εαν ειπωμεν εξ ανθρωπων εφοβουντο
3899,h,αλλ εαν ειπωμεν εξ ανθρωπων φοβουμεθα
3899,i,αλλ εαν̣ ειπωμεν εξ ανθρωπων φοβουμεν̣
3899,j,εαν δε ειπωμεν εξ ανθρωπων εφοβουντο
3899,k,ει δε ειπoμεν εξ ανθρωπων εφοβουντο
3899,l,εαν δε ειπωμεν εξ ανθρωπων φοβουμεθα
3899,m,και εαν ειπωμεν εξ ανθρωπων φοβουμεθα
3899,n,εαν ειπωμεν εξ ανθρωπων εφοβουντο
3899,o,εαν ειπωμεν εξ ανθρωπων φοβουμεθα
3899,p,εαν ειπωμεν εξ ανθρωπων φοβουμεν
3900,a,τον λαον
3900,b,τον οχλον
3900,c,""
3901,a,απαντες
3901,b,παντες
3902,a,γαρ
3902,b,ουν (cf. 2-10e)
3903,a,ειχον τον ιωαννην οντως οτι προφητης ην
3903,b,τον ιωαννην ως προφητην ειχον
3904,a,ειχον τον ιωαννην
3904,b,τον ιωαννη ειχον
3904,zu,""
3905,a,ειχον
3905,b,εχουσιν
3905,c,εχοντες
3905,d,οιδασιν
3905,e,ηδεισαν
3905,zu,""
3906,a,οντως οτι προφητης ην
3906,b,οτι οντως προφητης ην
3906,c,οτι προφητης οντως ην
3906,d,οτι οντως προφητης εστιν
3906,e,οτι αληθως προφητης ην
3906,f,οτι ουτως προφητης ην
3906,g,οτι ουτος προφητης ην
3906,h,οτι οντως ως προφητης ην
3906,i,οτι οντως ως προφητην
3906,j,οντως ως προφητην
3906,k,οτι προφητης ην
3906,l,ως προφητης ην
3906,m,ως προφητην
3906,n,προφητην
3907,a,και αποκριθεντες τω ιησου λεγουσιν ουκ οιδαμεν
3907,c,και ειπον ουκ οιδαμεν
3907,d,""
3908,a,τω ιησου λεγουσιν
3908,b,λεγουσιν τω ιησου
3908,d,λεγουσιν αυτο̣υ̣ ιησου
3908,e,λεγουσιν αυτω
3908,f,τω ιησου ειπον
3908,g,λεγουσιν
3908,zu,""
3909,a,ουκ
3909,b,ουδ (cf. 26)
3910,a,και ο ιησους λεγει αυτοις
3910,b,ο δε ιησους λεγει αυτοις
3910,c,ο δε ο ιησους λεγει αυτοις
3910,d,και ο ιησους ειπεν αυτοις
3910,e,και ο ιησους αποκριθεις λεγει αυτοις
3910,f,και αποκριθεις ο ιησους λεγει αυτοις
3910,g,και αποκριθεις λεγει αυτοις ο ιησους
3910,h,αποκριθεις δε ο ιησους λεγει αυτοις
3910,i,ο δε ιησους αποκριθεις λεγει αυτοις
3910,j,και ο ιησους αποκριθεις ειπεν αυτοις
3910,k,και αποκριθεις ο ιησους ειπεν αυτοις
3910,m,λεγει αυτοις ο ιησους
3910,n,εφη αυτοις και αυτος
3910,o,και λεγει αυτοις
3910,p,λεγει αυτοις
3911,a,ουδε
3911,b,ου
3912,a,υμιν
3912,b,""
3913,a,εν ποια εξουσια
3913,b,εις ποιαν εξουσιαν
3914,a,ποιω
3914,b,""
3915,a,και ηρξατο αυτοις εν παραβολαις λαλειν
3915,b,ειπεν ο κυριος την παραβολην ταυτην
3916,a,αυτοις εν παραβολαις λαλειν
3916,b,λεγειν αυτοις εν παραβολαις
3916,zu,""
3917,a,αυτοις
3917,b,αυτοις παλιν
3917,c,""
3917,zu,""
3918,a,λαλειν
3918,b,λεγειν
3918,c,λεγων
3918,zu,""
3919,a,αμπελωνα ανθρωπος εφυτευσεν
3919,b,αμπελωνα εφυτευσεν ανθρωπος
3919,c,ανθρωπος αμπελωνα εφυτευσεν
3919,d,ανθρωπος εφυτευσεν αμπελωνα
3919,e,ανθρωπος τις εφυτευσεν αμπελωνα
3919,f,αμπελον ανθρωπος εφυτευσεν
3919,g,αμπελωνα ανθρωπος εποιησεν
3920,a,και περιεθηκεν φραγμον
3920,b,και περιεθηκεν αυτω φραγμον
3920,c,και φραγμον αυτω περιεθηκεν
3920,d,""
3921,a,και ωρυξεν υποληνιον
3921,b,""
3922,a,και ωρυξεν
3922,b,εξωρυξεν
3922,zu,""
3923,a,και ωκοδομησεν πυργον
3923,b,""
3924,a,""
3924,b,αυτω
3924,zu,""
3925,a,και εξεδετο αυτον γεωργοις
3926,a,αυτον
3926,b,αυτον τοις
3926,c,""
3927,a,απεδημησεν
3927,b,ανεχωρησεν
3928,a,και απεστειλεν προς τους γεωργους τω καιρω δουλον
3928,b,οτε δε ηγγισεν ο καιρος των καρπων απεστειλεν προς τους γεωργους δουλον
3929,a,και
3929,b,""
3929,zu,""
3930,a,απεστειλεν
3930,b,αποστελλει
3930,zu,""
3931,a,προς τους γεωργους τω καιρω δουλον
3931,b,τω καιρω προς τους γεωργους δουλον
3932,a,προς τους γεωργους
3932,b,""
3933,a,τω καιρω δουλον
3933,b,δουλον τω καιρω
3933,c,τω καιρω τον δουλον αυτου
3933,d,τω καιρω δουλον αυτου
3933,f,εν τω καιρω δουλον
3933,g,ενα δουλον τω καιρω
3933,h,δουλον
3933,zu,""
3934,a,ινα παρα των γεωργων λαβη απο των καρπων του αμπελωνος
3934,b,ινα απο του καρπου του αμπελωνος δωσουσιν αυτω
3935,a,ινα παρα των γεωργων λαβη
3935,b,ινα παρα των γεωργων λαβοι
3935,c,ινα περι των γεωργων λαβη
3935,d,ινα απο των γεωργων λαβη
3935,e,ινα απο των γεωργων λαβοι
3935,f,ινα παρ αυτων λαβη
3935,g,ινα λαβη παρ αυτων
3935,h,ινα λαβοι παρ αυτων
3935,i,ινα λαβη
3935,zu,""
3936,a,απο των καρπων
3936,b,απο του καρπου
3936,c,εκ του καρπου
3936,d,τους καρπους
3936,e,τον καρπον
3936,f,απο
3937,a,και
3937,b,οι δε
3937,c,οι δε γεωργοι
3938,a,εδειραν
3938,c,εδειραν αυτον
3939,a,και απεστειλαν κενον
3939,b,""
3940,a,κενον
3940,b,(κενον) προς αυτον
3940,c,αυτον (κενον)
3940,d,""
3940,zu,""
3941,a,και
3941,b,""
3942,a,παλιν απεστειλεν
205,zz,
3942,b,απεστειλεν παλιν
3942,c,απεστειλεν
3943,a,προς αυτους αλλον δουλον
3943,b,προς αυτους ετερον δουλον
3943,c,προς αυτους αλλον
3943,d,προς αυτους δουλον
3943,e,αλλον δουλον
3943,f,δουλον
3944,a,""
3944,b,οι δε
3945,a,""
3945,b,λιθοβολησαντες
3945,c,λαβοντες και λιθοβολησαντες
3946,a,εκεφαλιωσαν και ητιμασαν
3946,b,εκεφαλαιωσαν και ητιμησαν
3946,c,εκεφαλιωσαν και απεστειλαν ητιμωμενον
3946,d,εκεφαλαιωσαν και απελυσαν ητιμωμενον
3946,e,κεφαλιωσαντες απεστειλαν ητιμωμενον
3946,f,κεφαλαιωσαντες απεστειλαν ητιμασμενον
3946,g,κεφαλαιωσαντες εξαπεστειλαν ητιμασμενον
3946,h,κεφαλαιωσαντες εξαπεστειλαν ητιμωμενον
3946,i,απεστειλαν ητιμωμενον
3946,j,εκεφαλαιωσαν
3947,a,και
3947,b,""
3948,a,αλλον απεστειλεν κακεινον απεκτειναν
3948,b,παλιν αλλους απεστειλεν κακεινους απεκτειναν
3948,c,παλιν αλλον απεστειλεν
3948,d,παλιν αλλον απεκτειναν
3949,a,αλλον απεστειλεν
3949,b,παλιν αλλον απεστειλεν
3949,c,παλιν απεστειλεν αλλον
3949,d,απεστειλεν παλιν αλλον
3949,e,αλλον απεστειλεν δουλον
3949,f,παλιν απεστειλεν
3949,zu,""
3950,a,""
3950,b,οι δε
3950,zu,""
3951,a,πολλους αλλους
3951,b,αλλους πολλους
3951,c,πολλους και αλλους
3951,d,πολλους δουλους
3951,e,πολλους
3952,a,ους μεν δεροντες ους δε αποκτεννοντες
3952,c,τους μεν δεροντες τους δε αποκτεννοντες
3952,e,τους μεν εδειραν τους δε απεκτειναν
3952,f,τον μεν δεροντες τον δε αποκτενοντες
3952,g,τον̣ μεν δεροντες τους δε αποκτεννοντες
3953,a,ους μεν δεροντες ους
3953,b,τους μεν δεροντες τους
3953,c,και τους μεν δεροντες τους
3953,zu,""
3954,a,αποκτεννοντες
3954,b,αποκτειναντες
3954,zu,""
3955,a,ετι
3955,b,ετι ουν
3955,c,ετι δε
3955,d,"υστερον (cf. 4-10b, e, f) δε"
3955,e,"υστερον (cf. 4-10b, e, f) δε ετι"
3956,a,ενα ειχεν υιον αγαπητον
3956,b,ενα εχων υιον αγαπητον
3956,c,ενα υιον αγαπητον εχων
3956,d,υιον ενα εχων αγαπητον
3956,e,ενα υιον εχων αγαπητον
3956,f,ενα υιον εχων τον αγαπητον
3956,g,υιον ενα εχων τον αγαπητον
3956,h,τον ενα υιον εχων αγαπητον
3957,a,απεστειλεν αυτον εσχατον προς αυτους
3957,b,απεστειλεν προς αυτον και αυτον εσχατον
3957,c,απεστειλεν προς αυτους και αυτον εσχατον
3958,a,απεστειλεν αυτον
3958,b,"αυτου απεστειλεν (cf. 2d, e, 4-10e, f, g)"
3958,c,αυτου και απεστειλεν και αυτον
3958,d,αυτον και (cf. 4-10a) απεστειλεν αυτον
3958,e,αυτου απεστειλεν και αυτον
3958,f,αυτον απεστειλεν και αυτον
3958,g,αυτω απεστειλεν και αυτον
3958,h,αυτου απεστειλεν αυτον
3958,i,και απεστειλεν αυτον
3958,j,απεστειλεν και αυτον
3958,k,κακεινον απεστειλεν
3958,l,απεστειλεν (cf. 4-10e)
3958,zu,""
3959,a,εσχατον προς αυτους
3959,b,προς αυτους εσχατον
3959,c,προς αυτους (cf. 12-14e)
3959,d,εσχατον
3959,zu,""
3960,a,οτι
3960,b,""
3961,a,εντραπησονται τον υιον μου
3961,b,τον υιον μου εντραπησονται
3962,a,εκεινοι δε οι γεωργοι
3962,b,εκει δε οι γεωργοι
3962,c,οι δε γεωργοι
3962,d,εκεινοι
3963,a,προς εαυτους ειπαν
3963,b,ειπον θεασαμενοι αυτον ερχομενον προς εαυτους
3964,a,""
3964,b,θεασαμενοι αυτον ερχομενον
3964,c,θεασαμενοι τον υιον ερχομενον
3964,d,θεασαμενοι ερχομενον
3964,e,θεασαμενοι αυτον
3964,f,ιδοντες αυτον
3965,a,προς εαυτους ειπαν
3965,b,ειπαν προς εαυτους
206,zz,
3965,c,προς αυτους ειπον προς εαυτους
3965,d,ειπον εν εαυτοις
3965,e,ειπον προς αλληλους
3965,zu,""
3966,a,οτι
3966,b,""
3967,a,ουτος
3967,b,ο υιος
3968,a,εστιν
3968,b,εσται
3969,a,ο
3969,b,""
3970,a,δευτε
3970,b,""
3971,a,αποκτεινωμεν
3971,b,αποκτεινομεν
3972,a,ημων εσται η κληρονομια
3972,b,κατασχωμεν την κληρονομιαν αυτου
3973,a,εσται
3973,b,εστιν
3973,zu,""
3974,a,""
3974,b,αυτου
3975,a,και λαβοντες απεκτειναν αυτον και εξεβαλον αυτον εξω του αμπελωνος
3975,b,και εκβαλοντες αυτον εξω του αμπελωνος απεκτειναν
3976,a,απεκτειναν αυτον και εξεβαλον αυτον εξω του αμπελωνος
3976,b,αυτον απεκτειναν και εξεβαλον αυτον εξω του αμπελωνος
3976,c,απεκτειναν αυτον και εξεβαλλον αυτον εξω του αμπελωνος
3976,d,αυτον εξεβαλον αυτον εξω του αμπελωνος και απεκτειναν
3976,e,αυτον απεκτειναν και εβαλον αυτον εξω του αμπελωνος
3976,f,απεκτειναν αυτον και εξεβαλον εξω του αμπελωνος
3976,g,αυτον απεκτειναν και εξεβαλον εξω του αμπελωνος
3976,h,αυτον απεκτειναν και εξεβαλλον εξω του αμπελωνος
3976,i,αυτον εξεβαλον εξω του αμπελωνος και απεκτειναν
3976,j,αυτον απεκτειναν εξω του αμπελωνος
3976,k,αυτον εξεβαλον εξω και απεκτειναν
3976,zu,""
3977,a,ουν
3977,b,""
3978,a,ποιησει
3978,b,ποιηση
3979,a,ο κυριος του αμπελωνος
3979,b,ο κυριος του αμπελωνος τοις γεωργοις εκεινοις
3979,c,ο κυριος του αμπελωνος τοις γεωργοις
3979,d,ο κυριος του αμπελωνος εκεινου
3979,e,αυτοις ο κυριος του αμπελωνος
3980,a,""
3980,b,λεγουσιν αυτω (cf. 10/1b)
3981,a,""
3981,b,εκεινους
3981,c,τουτους
3981,d,του αμπελωνος
3982,a,δωσει τον αμπελωνα
3982,c,τον αμπελωνα εκδωσεται
3983,a,""
3983,b,αυτου
3984,a,αλλοις
3984,b,ετεροις
3984,c,γεωργοις αλλοις
3984,d,αλλοις γεωργοις
3985,a,""
3985,b,λεγει αυτοις ο ιησους (cf. 9/15b)
3986,a,ταυτην ανεγνωτε
3986,c,ταυτην ανεγνωκατε
3986,d,ταυτην αναγνοντες
3986,e,αναγνοντες ταυτην
3986,f,ταυτην εγνωκειτε
3986,g,ταυτην εγνωτε
3986,h,ταυτην οιδατε
3987,a,οι
3987,b,""
3988,a,εγενηθη
3988,b,εγεννηθη
3989,a,παρα κυριου εγενετο αυτη
3989,b,""
3990,a,παρα
3990,b,περι
3990,zu,""
3991,a,εστιν
3991,b,εσται
3992,a,θαυμαστη
3992,b,""
3993,a,ημων
3993,b,υμων
3994,a,εζητουν
3994,b,εζητησαν
3995,a,αυτον κρατησαι
3995,b,κρατησαι αυτον
3995,c,αυτον πιασαι
3996,a,και
3996,b,""
3997,a,εφοβηθησαν
3997,b,εφοβουντο
3998,a,οχλον
3998,b,λαον
3999,a,γαρ οτι
3999,b,γαρ
3999,c,οτι
4000,a,προς αυτους την παραβολην ειπεν
4000,b,προς αυτους ειπεν την παραβολην
4000,c,την παραβολην προς αυτους ειπεν
4001,a,προς
4001,b,δι
4001,c,""
4002,a,την
4002,b,""
4003,a,""
4003,b,ταυτην
4004,a,ειπεν
4004,b,ελαλει
4005,a,και αφεντες αυτον απηλθον
4005,b,""
4006,a,αυτον
4006,b,αυτου
4006,zu,""
4007,a,και αποστελλουσιν προς αυτον
4007,b,τω καιρω εκεινω αποστελλουσιν οι αρχιερεις και οι γραμματεις προς τον ιησουν
4008,a,και
4008,b,""
4008,zu,""
4009,a,αποστελλουσιν
4009,b,απεστειλαν
4010,a,προς αυτον
4010,b,προς τον ιησουν
4010,d,""
4011,a,τινας
4011,b,τινας εκ
4012,a,φαρισαιων και των ηρωδιανων
4012,b,ηρωδιανων και των φαρισαιων
4012,c,φαρισαιων και ηρωδιανων
4012,d,φαρισαιων των ηρωδιανων
4012,e,φαρισαιων
4013,a,αυτον αγρευσωσιν
4013,b,αγρευσωσιν αυτον
4013,c,αγρευσωσιν
4014,a,αγρευσωσιν
4014,c,αγρευσουσιν
4014,d,παγιδευσωσιν
4015,a,λογω
4015,b,λογον
4015,c,εν λογω
